timestamp,temperature_c,pressure_bar,flow_rate_m3h,vibration_mms,is_anomaly,anomaly_type,temp_pressure_ratio,hour,day_of_week
2024-01-01 04:00:00,213.81,32.29,366.86,0.1,0,normal,6.622,4,0
2024-01-01 04:05:00,182.21,32.17,245.09,0.1,0,normal,5.664,4,0
2024-01-01 04:10:00,213.52,21.14,222.42,5.36,0,normal,10.1,4,0
2024-01-01 04:15:00,202.88,33.18,307.9,0.58,0,normal,6.115,4,0
2024-01-01 04:20:00,198.51,26.64,253.6,1.19,0,normal,7.452,4,0
2024-01-01 04:25:00,217.84,24.52,255.5,6.01,0,normal,8.884,4,0
2024-01-01 04:30:00,224.13,24.48,354.65,1.26,0,normal,9.156,4,0
2024-01-01 04:35:00,222.63,32.17,369.78,0.16,0,normal,6.92,4,0
2024-01-01 04:40:00,196.07,28.89,365.42,1.61,0,normal,6.787,4,0
2024-01-01 04:45:00,204.02,21.59,381.42,0.18,0,normal,9.45,4,0
2024-01-01 04:50:00,213.63,32.39,388.04,19.73,1,vibration_surge,6.596,4,0
2024-01-01 04:55:00,223.29,22.8,219.55,3.81,0,normal,9.793,4,0
2024-01-01 05:00:00,202.47,30.7,351.5,0.68,0,normal,6.595,5,0
2024-01-01 05:05:00,206.87,31.19,302.5,2.27,0,normal,6.633,5,0
2024-01-01 05:10:00,193.06,34.43,291.61,1.42,0,normal,5.607,5,0
2024-01-01 05:15:00,191.72,38.91,357.0,0.5,0,normal,4.927,5,0
2024-01-01 05:20:00,221.85,23.18,242.46,1.46,0,normal,9.571,5,0
2024-01-01 05:25:00,230.0,29.74,241.42,14.4,1,vibration_surge,7.734,5,0
2024-01-01 05:30:00,208.58,28.62,360.66,0.85,0,normal,7.288,5,0
2024-01-01 05:35:00,224.71,32.17,353.37,1.48,0,normal,6.985,5,0
2024-01-01 05:40:00,215.08,31.08,335.81,0.52,0,normal,6.92,5,0
2024-01-01 05:45:00,199.98,28.24,284.98,2.16,0,normal,7.081,5,0
2024-01-01 05:50:00,215.08,27.8,366.17,0.11,0,normal,7.737,5,0
2024-01-01 05:55:00,232.73,24.42,362.99,1.33,0,normal,9.53,5,0
2024-01-01 06:00:00,209.46,34.94,334.27,2.51,0,normal,5.995,6,0
2024-01-01 06:05:00,233.47,32.3,271.13,1.12,0,normal,7.228,6,0
2024-01-01 06:10:00,170.7,34.59,308.74,4.15,0,normal,4.935,6,0
2024-01-01 06:15:00,222.33,28.45,371.89,2.0,0,normal,7.815,6,0
2024-01-01 06:20:00,211.31,26.72,396.36,6.36,0,normal,7.908,6,0
2024-01-01 06:25:00,205.51,24.61,313.67,0.67,0,normal,8.351,6,0
2024-01-01 06:30:00,211.38,31.79,317.52,5.59,0,normal,6.649,6,0
2024-01-01 06:35:00,180.19,24.8,321.92,1.87,0,normal,7.266,6,0
2024-01-01 06:40:00,206.7,39.24,343.74,2.73,0,normal,5.268,6,0
2024-01-01 06:45:00,215.36,23.46,300.95,4.65,0,normal,9.18,6,0
2024-01-01 06:50:00,232.17,31.37,185.29,1.6,0,normal,7.401,6,0
2024-01-01 06:55:00,202.23,37.83,389.64,3.96,0,normal,5.346,6,0
2024-01-01 07:00:00,197.53,33.0,418.71,1.56,0,normal,5.986,7,0
2024-01-01 07:05:00,202.13,30.88,298.36,1.83,0,normal,6.546,7,0
2024-01-01 07:10:00,223.39,25.16,275.65,1.18,0,normal,8.879,7,0
2024-01-01 07:15:00,214.59,23.09,322.12,0.31,0,normal,9.294,7,0
2024-01-01 07:20:00,201.71,33.85,319.6,1.61,0,normal,5.959,7,0
2024-01-01 07:25:00,217.36,37.53,378.75,7.58,0,normal,5.792,7,0
2024-01-01 07:30:00,211.12,27.81,331.71,3.09,0,normal,7.592,7,0
2024-01-01 07:35:00,224.19,24.3,289.35,2.75,0,normal,9.226,7,0
2024-01-01 07:40:00,199.13,17.71,263.06,2.06,0,normal,11.244,7,0
2024-01-01 07:45:00,204.74,25.1,372.26,0.86,0,normal,8.157,7,0
2024-01-01 07:50:00,203.78,29.43,358.95,0.37,0,normal,6.924,7,0
2024-01-01 07:55:00,187.71,38.0,382.01,0.51,0,normal,4.94,7,0
2024-01-01 08:00:00,213.1,33.37,277.57,0.1,0,normal,6.386,8,0
2024-01-01 08:05:00,212.58,31.53,417.9,2.24,0,normal,6.742,8,0
2024-01-01 08:10:00,208.74,28.0,238.8,3.34,0,normal,7.455,8,0
2024-01-01 08:15:00,205.14,27.08,361.46,0.63,0,normal,7.575,8,0
2024-01-01 08:20:00,187.43,37.03,230.5,0.19,0,normal,5.062,8,0
2024-01-01 08:25:00,202.35,31.0,286.46,0.82,0,normal,6.527,8,0
2024-01-01 08:30:00,203.52,19.49,404.03,0.69,0,normal,10.442,8,0
2024-01-01 08:35:00,196.63,26.63,367.55,1.2,0,normal,7.384,8,0
2024-01-01 08:40:00,206.24,25.71,298.67,0.61,0,normal,8.022,8,0
2024-01-01 08:45:00,214.72,27.27,300.04,0.83,0,normal,7.874,8,0
2024-01-01 08:50:00,236.95,32.81,331.01,4.76,0,normal,7.222,8,0
2024-01-01 08:55:00,211.28,29.46,351.69,0.82,0,normal,7.172,8,0
2024-01-01 09:00:00,210.93,29.62,383.79,3.08,0,normal,7.121,9,0
2024-01-01 09:05:00,205.95,36.57,298.4,1.97,0,normal,5.632,9,0
2024-01-01 09:10:00,178.29,26.52,240.62,0.82,0,normal,6.723,9,0
2024-01-01 09:15:00,206.67,39.32,329.06,3.41,0,normal,5.256,9,0
2024-01-01 09:20:00,207.97,26.64,298.34,1.81,0,normal,7.807,9,0
2024-01-01 09:25:00,244.02,30.45,256.18,0.1,0,normal,8.014,9,0
2024-01-01 09:30:00,204.19,28.59,336.1,0.14,0,normal,7.142,9,0
2024-01-01 09:35:00,211.59,30.62,310.56,2.79,0,normal,6.91,9,0
2024-01-01 09:40:00,206.55,32.22,336.54,1.18,0,normal,6.411,9,0
2024-01-01 09:45:00,189.54,32.17,276.49,1.04,0,normal,5.892,9,0
2024-01-01 09:50:00,224.21,26.23,345.55,0.32,0,normal,8.548,9,0
2024-01-01 09:55:00,218.35,24.39,255.36,0.34,0,normal,8.952,9,0
2024-01-01 10:00:00,216.87,42.52,273.61,3.2,0,normal,5.1,10,0
2024-01-01 10:05:00,191.36,27.58,302.85,3.53,0,normal,6.938,10,0
2024-01-01 10:10:00,226.04,33.5,402.09,1.64,0,normal,6.747,10,0
2024-01-01 10:15:00,183.97,21.96,354.24,0.7,0,normal,8.378,10,0
2024-01-01 10:20:00,213.8,28.6,368.86,5.4,0,normal,7.476,10,0
2024-01-01 10:25:00,237.86,29.36,385.85,1.96,0,normal,8.101,10,0
2024-01-01 10:30:00,190.14,32.36,495.14,3.19,0,normal,5.876,10,0
2024-01-01 10:35:00,196.51,1.0,317.08,0.1,1,pressure_drop,196.51,10,0
2024-01-01 10:40:00,206.49,30.83,386.02,1.2,0,normal,6.698,10,0
2024-01-01 10:45:00,197.45,24.25,365.63,4.1,0,normal,8.142,10,0
2024-01-01 10:50:00,181.74,31.62,364.8,0.83,0,normal,5.748,10,0
2024-01-01 10:55:00,206.03,24.82,403.71,2.59,0,normal,8.301,10,0
2024-01-01 11:00:00,186.65,25.72,286.8,2.14,0,normal,7.257,11,0
2024-01-01 11:05:00,209.69,28.63,282.83,0.33,0,normal,7.324,11,0
2024-01-01 11:10:00,188.8,24.74,323.75,2.98,0,normal,7.631,11,0
2024-01-01 11:15:00,225.84,27.62,298.63,0.24,0,normal,8.177,11,0
2024-01-01 11:20:00,190.84,24.03,323.69,2.6,0,normal,7.942,11,0
2024-01-01 11:25:00,197.76,20.83,385.9,9.41,0,normal,9.494,11,0
2024-01-01 11:30:00,214.79,35.09,283.86,6.34,0,normal,6.121,11,0
2024-01-01 11:35:00,184.13,23.52,292.53,3.22,0,normal,7.829,11,0
2024-01-01 11:40:00,206.0,29.11,316.48,1.53,0,normal,7.077,11,0
2024-01-01 11:45:00,222.2,33.76,296.35,2.25,0,normal,6.582,11,0
2024-01-01 11:50:00,178.48,26.93,212.06,2.6,0,normal,6.628,11,0
2024-01-01 11:55:00,205.36,25.87,278.76,0.1,0,normal,7.938,11,0
2024-01-01 12:00:00,203.9,31.13,334.37,0.22,0,normal,6.55,12,0
2024-01-01 12:05:00,211.73,35.59,371.88,1.82,0,normal,5.949,12,0
2024-01-01 12:10:00,181.45,24.15,242.27,0.1,0,normal,7.513,12,0
2024-01-01 12:15:00,180.19,29.25,242.04,4.79,0,normal,6.16,12,0
2024-01-01 12:20:00,207.83,21.34,301.51,1.35,0,normal,9.739,12,0
2024-01-01 12:25:00,204.45,28.03,196.22,0.6,0,normal,7.294,12,0
2024-01-01 12:30:00,203.76,30.17,277.75,1.0,0,normal,6.754,12,0
2024-01-01 12:35:00,205.2,25.73,213.2,3.8,0,normal,7.975,12,0
2024-01-01 12:40:00,189.8,27.72,368.45,5.24,0,normal,6.847,12,0
2024-01-01 12:45:00,203.48,22.96,261.53,0.25,0,normal,8.862,12,0
2024-01-01 12:50:00,204.4,30.39,382.64,3.01,0,normal,6.726,12,0
2024-01-01 12:55:00,189.28,35.28,355.68,1.73,0,normal,5.365,12,0
2024-01-01 13:00:00,225.4,24.51,259.92,1.76,0,normal,9.196,13,0
2024-01-01 13:05:00,204.52,26.89,238.64,3.02,0,normal,7.606,13,0
2024-01-01 13:10:00,179.54,32.51,282.56,0.5,0,normal,5.523,13,0
2024-01-01 13:15:00,207.26,36.06,287.0,1.51,0,normal,5.748,13,0
2024-01-01 13:20:00,182.79,22.53,309.54,0.77,0,normal,8.113,13,0
2024-01-01 13:25:00,209.22,29.16,253.41,0.2,0,normal,7.175,13,0
2024-01-01 13:30:00,214.79,31.42,329.56,0.22,0,normal,6.836,13,0
2024-01-01 13:35:00,185.1,29.49,305.5,0.29,0,normal,6.277,13,0
2024-01-01 13:40:00,211.86,17.62,275.22,1.91,0,normal,12.024,13,0
2024-01-01 13:45:00,203.6,32.51,256.63,0.22,0,normal,6.263,13,0
2024-01-01 13:50:00,209.74,37.6,282.99,1.69,0,normal,5.578,13,0
2024-01-01 13:55:00,225.86,30.58,251.39,1.77,0,normal,7.386,13,0
2024-01-01 14:00:00,191.32,24.84,287.92,4.68,0,normal,7.702,14,0
2024-01-01 14:05:00,183.69,27.43,289.27,1.97,0,normal,6.697,14,0
2024-01-01 14:10:00,181.66,38.85,298.09,8.48,0,normal,4.676,14,0
2024-01-01 14:15:00,182.76,34.55,373.31,0.1,0,normal,5.29,14,0
2024-01-01 14:20:00,193.84,33.2,278.38,2.44,0,normal,5.839,14,0
2024-01-01 14:25:00,200.12,31.78,335.23,0.1,0,normal,6.297,14,0
2024-01-01 14:30:00,199.15,26.69,296.48,2.61,0,normal,7.462,14,0
2024-01-01 14:35:00,207.41,29.0,273.09,0.98,0,normal,7.152,14,0
2024-01-01 14:40:00,195.2,29.61,279.04,1.89,0,normal,6.592,14,0
2024-01-01 14:45:00,216.8,32.75,282.06,0.74,0,normal,6.62,14,0
2024-01-01 14:50:00,191.03,37.54,298.99,0.35,0,normal,5.089,14,0
2024-01-01 14:55:00,235.8,35.59,237.03,2.57,0,normal,6.625,14,0
2024-01-01 15:00:00,202.31,22.9,205.52,4.7,0,normal,8.834,15,0
2024-01-01 15:05:00,180.07,31.12,311.5,0.41,0,normal,5.786,15,0
2024-01-01 15:10:00,176.87,33.68,323.69,5.07,0,normal,5.251,15,0
2024-01-01 15:15:00,200.17,33.09,316.07,0.3,0,normal,6.049,15,0
2024-01-01 15:20:00,189.58,26.85,286.54,2.66,0,normal,7.061,15,0
2024-01-01 15:25:00,203.64,44.57,317.15,6.41,0,normal,4.569,15,0
2024-01-01 15:30:00,200.03,23.61,314.46,0.32,0,normal,8.472,15,0
2024-01-01 15:35:00,191.84,24.58,318.17,1.14,0,normal,7.805,15,0
2024-01-01 15:40:00,180.23,31.17,235.81,0.82,0,normal,5.782,15,0
2024-01-01 15:45:00,170.21,40.58,109.83,0.98,1,flow_blockage,4.194,15,0
2024-01-01 15:50:00,186.23,25.82,259.36,2.8,0,normal,7.213,15,0
2024-01-01 15:55:00,205.77,28.67,277.92,2.16,0,normal,7.177,15,0
2024-01-01 16:00:00,194.55,35.39,261.92,6.93,0,normal,5.497,16,0
2024-01-01 16:05:00,172.65,29.91,180.18,0.41,0,normal,5.772,16,0
2024-01-01 16:10:00,193.94,28.33,360.1,1.57,0,normal,6.846,16,0
2024-01-01 16:15:00,253.74,32.83,260.32,1.19,1,temp_spike,7.729,16,0
2024-01-01 16:20:00,178.08,31.36,282.65,5.02,0,normal,5.679,16,0
2024-01-01 16:25:00,193.65,35.15,336.25,0.1,0,normal,5.509,16,0
2024-01-01 16:30:00,192.21,36.46,156.77,9.05,0,normal,5.272,16,0
2024-01-01 16:35:00,174.2,31.54,248.43,1.31,0,normal,5.523,16,0
2024-01-01 16:40:00,196.71,31.46,254.66,1.96,0,normal,6.253,16,0
2024-01-01 16:45:00,199.75,31.07,257.2,13.03,1,vibration_surge,6.429,16,0
2024-01-01 16:50:00,207.59,32.45,265.34,3.83,0,normal,6.397,16,0
2024-01-01 16:55:00,207.15,30.28,346.38,1.65,0,normal,6.841,16,0
2024-01-01 17:00:00,169.68,30.0,131.75,2.17,1,flow_blockage,5.656,17,0
2024-01-01 17:05:00,176.27,35.98,318.92,2.09,0,normal,4.899,17,0
2024-01-01 17:10:00,198.07,37.58,273.38,0.91,0,normal,5.271,17,0
2024-01-01 17:15:00,198.05,22.46,201.05,0.16,0,normal,8.818,17,0
2024-01-01 17:20:00,198.07,30.05,167.04,3.3,0,normal,6.591,17,0
2024-01-01 17:25:00,248.13,26.56,194.55,0.68,0,normal,9.342,17,0
2024-01-01 17:30:00,198.9,28.45,289.01,3.78,0,normal,6.991,17,0
2024-01-01 17:35:00,207.37,32.01,272.61,1.88,0,normal,6.478,17,0
2024-01-01 17:40:00,204.65,33.35,260.51,0.87,0,normal,6.136,17,0
2024-01-01 17:45:00,200.11,29.44,252.59,1.8,0,normal,6.797,17,0
2024-01-01 17:50:00,185.61,20.43,371.61,2.07,0,normal,9.085,17,0
2024-01-01 17:55:00,201.73,25.17,229.88,2.45,0,normal,8.015,17,0
2024-01-01 18:00:00,178.41,34.48,316.39,3.46,0,normal,5.174,18,0
2024-01-01 18:05:00,186.45,16.3,270.1,0.35,0,normal,11.439,18,0
2024-01-01 18:10:00,182.72,35.94,266.95,5.77,0,normal,5.084,18,0
2024-01-01 18:15:00,191.23,32.61,328.83,1.06,0,normal,5.864,18,0
2024-01-01 18:20:00,224.72,36.58,343.13,3.94,0,normal,6.143,18,0
2024-01-01 18:25:00,161.99,29.01,258.02,0.5,0,normal,5.584,18,0
2024-01-01 18:30:00,200.29,19.69,309.96,0.1,0,normal,10.172,18,0
2024-01-01 18:35:00,165.81,32.15,288.19,1.7,0,normal,5.157,18,0
2024-01-01 18:40:00,182.92,36.37,270.37,0.79,0,normal,5.029,18,0
2024-01-01 18:45:00,206.33,34.62,280.21,8.33,0,normal,5.96,18,0
2024-01-01 18:50:00,190.96,26.69,235.6,0.22,0,normal,7.155,18,0
2024-01-01 18:55:00,173.83,30.43,254.7,0.1,0,normal,5.712,18,0
2024-01-01 19:00:00,179.61,27.34,241.99,0.1,0,normal,6.569,19,0
2024-01-01 19:05:00,200.53,25.9,316.09,0.49,0,normal,7.742,19,0
2024-01-01 19:10:00,179.39,34.78,266.26,1.73,0,normal,5.158,19,0
2024-01-01 19:15:00,193.59,24.01,206.14,1.41,0,normal,8.063,19,0
2024-01-01 19:20:00,191.02,25.53,234.85,0.86,0,normal,7.482,19,0
2024-01-01 19:25:00,180.57,24.48,111.06,0.19,0,normal,7.376,19,0
2024-01-01 19:30:00,222.5,22.55,246.3,0.53,0,normal,9.867,19,0
2024-01-01 19:35:00,199.85,30.73,272.9,0.41,0,normal,6.503,19,0
2024-01-01 19:40:00,159.96,17.8,264.22,2.74,1,pressure_drop,8.987,19,0
2024-01-01 19:45:00,193.14,29.08,370.03,3.03,0,normal,6.642,19,0
2024-01-01 19:50:00,180.41,22.47,299.77,3.0,0,normal,8.029,19,0
2024-01-01 19:55:00,203.13,34.2,297.54,6.95,0,normal,5.939,19,0
2024-01-01 20:00:00,179.45,38.43,191.86,4.31,0,normal,4.67,20,0
2024-01-01 20:05:00,189.62,26.77,255.79,1.38,0,normal,7.083,20,0
2024-01-01 20:10:00,198.91,27.61,249.69,1.07,0,normal,7.204,20,0
2024-01-01 20:15:00,204.33,32.58,234.72,4.95,0,normal,6.272,20,0
2024-01-01 20:20:00,173.34,38.11,234.03,1.89,0,normal,4.548,20,0
2024-01-01 20:25:00,186.32,27.4,183.61,0.7,0,normal,6.8,20,0
2024-01-01 20:30:00,184.22,23.34,210.23,1.66,0,normal,7.893,20,0
2024-01-01 20:35:00,181.54,33.16,317.72,9.69,0,normal,5.475,20,0
2024-01-01 20:40:00,217.82,34.0,266.87,3.79,0,normal,6.406,20,0
2024-01-01 20:45:00,197.41,30.03,248.7,0.66,0,normal,6.574,20,0
2024-01-01 20:50:00,172.43,27.21,273.75,6.11,0,normal,6.337,20,0
2024-01-01 20:55:00,205.11,34.97,332.39,7.98,0,normal,5.865,20,0
2024-01-01 21:00:00,224.76,32.64,279.0,0.53,0,normal,6.886,21,0
2024-01-01 21:05:00,208.42,26.16,305.81,4.52,0,normal,7.967,21,0
2024-01-01 21:10:00,170.14,30.25,236.46,4.29,0,normal,5.624,21,0
2024-01-01 21:15:00,185.67,23.24,247.86,0.1,0,normal,7.989,21,0
2024-01-01 21:20:00,211.93,33.43,296.49,2.22,0,normal,6.34,21,0
2024-01-01 21:25:00,182.31,28.69,373.42,0.73,0,normal,6.354,21,0
2024-01-01 21:30:00,199.59,27.82,350.28,2.25,0,normal,7.174,21,0
2024-01-01 21:35:00,204.55,29.84,307.93,4.9,0,normal,6.855,21,0
2024-01-01 21:40:00,179.02,30.2,286.36,14.56,1,vibration_surge,5.928,21,0
2024-01-01 21:45:00,192.04,34.47,348.84,1.07,0,normal,5.571,21,0
2024-01-01 21:50:00,144.31,32.96,318.52,5.09,0,normal,4.378,21,0
2024-01-01 21:55:00,177.56,29.22,164.1,7.31,0,normal,6.077,21,0
2024-01-01 22:00:00,191.21,33.82,232.3,0.13,0,normal,5.654,22,0
2024-01-01 22:05:00,176.28,32.0,301.91,5.12,0,normal,5.509,22,0
2024-01-01 22:10:00,219.49,27.87,195.65,0.17,0,normal,7.875,22,0
2024-01-01 22:15:00,173.55,29.38,240.12,0.82,0,normal,5.907,22,0
2024-01-01 22:20:00,188.4,29.26,250.01,2.88,0,normal,6.439,22,0
2024-01-01 22:25:00,196.96,32.53,272.19,3.0,0,normal,6.055,22,0
2024-01-01 22:30:00,216.62,28.16,270.63,2.59,0,normal,7.692,22,0
2024-01-01 22:35:00,173.46,28.05,270.54,0.1,0,normal,6.184,22,0
2024-01-01 22:40:00,212.45,39.84,326.27,0.29,0,normal,5.333,22,0
2024-01-01 22:45:00,195.15,34.7,271.74,5.5,0,normal,5.624,22,0
2024-01-01 22:50:00,180.28,26.2,265.77,0.17,0,normal,6.881,22,0
2024-01-01 22:55:00,201.93,32.85,217.54,0.16,0,normal,6.147,22,0
2024-01-01 23:00:00,200.4,30.59,343.45,3.61,0,normal,6.551,23,0
2024-01-01 23:05:00,188.41,31.96,258.66,2.05,0,normal,5.895,23,0
2024-01-01 23:10:00,198.46,30.69,237.88,0.87,0,normal,6.467,23,0
2024-01-01 23:15:00,191.63,35.95,302.89,0.36,0,normal,5.33,23,0
2024-01-01 23:20:00,199.11,31.73,253.89,4.31,0,normal,6.275,23,0
2024-01-01 23:25:00,207.34,29.69,265.94,8.94,0,normal,6.983,23,0
2024-01-01 23:30:00,221.2,35.21,305.16,0.1,0,normal,6.282,23,0
2024-01-01 23:35:00,178.84,31.17,275.91,18.34,1,vibration_surge,5.738,23,0
2024-01-01 23:40:00,229.41,30.61,407.82,0.61,0,normal,7.495,23,0
2024-01-01 23:45:00,168.13,31.57,288.49,3.57,0,normal,5.326,23,0
2024-01-01 23:50:00,195.14,29.53,323.13,0.85,0,normal,6.608,23,0
2024-01-01 23:55:00,206.24,30.05,195.15,2.51,0,normal,6.863,23,0
2024-01-02 00:00:00,204.21,27.07,256.97,1.55,0,normal,7.544,0,1
2024-01-02 00:05:00,190.66,26.24,245.65,1.56,0,normal,7.266,0,1
2024-01-02 00:10:00,196.88,25.01,252.28,3.9,0,normal,7.872,0,1
2024-01-02 00:15:00,192.6,23.04,320.78,1.27,0,normal,8.359,0,1
2024-01-02 00:20:00,191.16,25.6,351.78,3.74,0,normal,7.467,0,1
2024-01-02 00:25:00,212.74,29.13,317.23,0.9,0,normal,7.303,0,1
2024-01-02 00:30:00,205.36,30.52,128.16,0.38,1,flow_blockage,6.729,0,1
2024-01-02 00:35:00,189.61,28.64,268.46,1.22,0,normal,6.62,0,1
2024-01-02 00:40:00,213.49,18.22,355.68,1.38,0,normal,11.717,0,1
2024-01-02 00:45:00,204.61,37.87,403.56,1.3,0,normal,5.403,0,1
2024-01-02 00:50:00,212.19,35.43,306.75,3.3,0,normal,5.989,0,1
2024-01-02 00:55:00,209.44,32.23,346.97,1.66,0,normal,6.498,0,1
2024-01-02 01:00:00,190.15,39.54,324.93,4.39,0,normal,4.809,1,1
2024-01-02 01:05:00,194.19,25.11,345.54,1.44,0,normal,7.734,1,1
2024-01-02 01:10:00,213.8,39.44,249.54,0.51,0,normal,5.421,1,1
2024-01-02 01:15:00,211.74,25.17,283.36,0.28,0,normal,8.412,1,1
2024-01-02 01:20:00,202.27,31.19,327.54,4.06,0,normal,6.485,1,1
2024-01-02 01:25:00,204.35,23.63,368.39,0.12,0,normal,8.648,1,1
2024-01-02 01:30:00,221.75,30.07,266.86,0.25,0,normal,7.374,1,1
2024-01-02 01:35:00,193.71,31.93,206.1,0.13,0,normal,6.067,1,1
2024-01-02 01:40:00,210.79,29.23,282.85,1.1,0,normal,7.211,1,1
2024-01-02 01:45:00,199.56,33.57,358.27,1.52,0,normal,5.945,1,1
2024-01-02 01:50:00,199.32,30.5,228.57,0.1,0,normal,6.535,1,1
2024-01-02 01:55:00,219.07,27.39,248.92,1.45,0,normal,7.998,1,1
2024-01-02 02:00:00,217.38,27.17,322.8,1.0,0,normal,8.001,2,1
2024-01-02 02:05:00,217.2,34.05,309.2,2.97,0,normal,6.379,2,1
2024-01-02 02:10:00,224.58,26.73,344.72,3.54,0,normal,8.402,2,1
2024-01-02 02:15:00,205.32,34.58,253.56,2.31,0,normal,5.938,2,1
2024-01-02 02:20:00,215.23,36.11,298.75,1.28,0,normal,5.96,2,1
2024-01-02 02:25:00,200.35,21.66,374.76,0.49,0,normal,9.25,2,1
2024-01-02 02:30:00,209.86,35.66,255.36,3.76,0,normal,5.885,2,1
2024-01-02 02:35:00,203.05,40.3,388.85,0.84,0,normal,5.038,2,1
2024-01-02 02:40:00,206.45,31.26,261.63,0.88,0,normal,6.604,2,1
2024-01-02 02:45:00,213.93,33.0,357.47,4.95,0,normal,6.483,2,1
2024-01-02 02:50:00,192.73,35.19,296.35,7.43,0,normal,5.477,2,1
2024-01-02 02:55:00,236.39,28.62,257.75,4.57,0,normal,8.26,2,1
2024-01-02 03:00:00,191.98,30.91,296.37,12.68,0,normal,6.211,3,1
2024-01-02 03:05:00,188.86,23.43,348.46,4.06,0,normal,8.061,3,1
2024-01-02 03:10:00,224.44,30.69,320.87,2.44,0,normal,7.313,3,1
2024-01-02 03:15:00,218.95,32.49,377.14,0.7,0,normal,6.739,3,1
